Sample,Timestamp,Raw Encoder Reading,Measured Motor Steps,Target Motor Steps,Current Error,PID Control Signal,PID P Term,PID I Term,PID D Term
377,3770.03,2,0.05,771.53,771.58,771.5,1.0,0.0,1.0
378,3780.03,2,0.05,768.19,768.24,768.0,1.0,0.0,1.0
379,3790.03,2,0.05,764.86,764.91,765.0,1.0,0.0,1.0
380,3800.03,2,0.05,761.53,761.58,761.5,1.0,0.0,1.0
381,3810.03,2,0.05,758.19,758.24,758.0,1.0,0.0,1.0
382,3820.03,2,0.05,754.86,754.91,755.0,1.0,0.0,1.0
383,3830.03,2,0.05,751.53,751.58,751.5,1.0,0.0,1.0
384,3840.03,2,0.05,748.19,748.24,748.0,1.0,0.0,1.0
385,3850.03,2,0.05,744.86,744.91,745.0,1.0,0.0,1.0
386,3860.03,2,0.05,741.53,741.58,741.5,1.0,0.0,1.0
387,3870.03,2,0.05,738.19,738.24,738.0,1.0,0.0,1.0
388,3880.03,2,0.05,734.86,734.91,735.0,1.0,0.0,1.0
389,3890.03,2,0.05,731.53,731.57,731.5,1.0,0.0,1.0
390,3900.03,2,0.05,728.19,728.24,728.0,1.0,0.0,1.0
391,3910.03,2,0.05,724.86,724.91,725.0,1.0,0.0,1.0
392,3920.03,2,0.05,721.53,721.58,721.5,1.0,0.0,1.0
393,3930.03,2,0.05,718.19,718.24,718.0,1.0,0.0,1.0
394,3940.03,2,0.05,714.86,714.91,715.0,1.0,0.0,1.0
395,3950.03,2,0.05,711.53,711.58,711.5,1.0,0.0,1.0
396,3960.03,2,0.05,708.19,708.24,708.0,1.0,0.0,1.0
397,3970.03,2,0.05,704.86,704.91,705.0,1.0,0.0,1.0
398,3980.03,2,0.05,701.53,701.58,701.5,1.0,0.0,1.0
399,3990.03,2,0.05,698.19,698.24,698.0,1.0,0.0,1.0
400,4000.03,2,0.05,694.86,694.91,695.0,1.0,0.0,1.0
401,4010.03,2,0.05,691.53,691.58,691.5,1.0,0.0,1.0
402,4020.03,2,0.05,688.19,688.24,688.0,1.0,0.0,1.0
403,4030.03,2,0.05,684.86,684.91,685.0,1.0,0.0,1.0
404,4040.03,2,0.05,681.53,681.58,681.5,1.0,0.0,1.0
405,4050.03,2,0.05,678.19,678.24,678.0,1.0,0.0,1.0
406,4060.03,2,0.05,674.86,674.91,675.0,1.0,0.0,1.0
407,4070.03,2,0.05,671.53,671.58,671.5,1.0,0.0,1.0
408,4080.02,2,0.05,668.20,668.24,668.0,1.0,0.0,1.0
409,4090.02,2,0.05,664.86,664.91,665.0,1.0,0.0,1.0
410,4100.02,2,0.05,661.53,661.58,661.5,1.0,0.0,1.0
411,4110.02,2,0.05,658.20,658.24,658.0,1.0,0.0,1.0
412,4120.02,2,0.05,654.86,654.91,655.0,1.0,0.0,1.0
413,4130.03,2,0.05,651.53,651.58,651.5,1.0,0.0,1.0
414,4140.02,2,0.05,648.20,648.24,648.0,1.0,0.0,1.0
415,4150.03,2,0.05,644.86,644.91,645.0,1.0,0.0,1.0
416,4160.02,2,0.05,641.53,641.58,641.5,1.0,0.0,1.0
417,4170.03,2,0.05,638.19,638.24,638.0,1.0,0.0,1.0
418,4180.02,2,0.05,634.86,634.91,635.0,1.0,0.0,1.0
419,4190.02,2,0.05,631.53,631.58,631.5,1.0,0.0,1.0
420,4200.03,2,0.05,628.19,628.24,628.0,1.0,0.0,1.0
421,4210.02,2,0.05,624.86,624.91,625.0,1.0,0.0,1.0
422,4220.02,2,0.05,621.53,621.58,621.5,1.0,0.0,1.0
423,4230.02,2,0.05,618.20,618.24,618.0,1.0,0.0,1.0
424,4240.02,2,0.05,614.86,614.91,615.0,1.0,0.0,1.0
425,4250.03,2,0.05,611.53,611.58,611.5,1.0,0.0,1.0
426,4260.02,2,0.05,608.20,608.24,608.0,1.0,0.0,1.0
427,4270.03,2,0.05,604.86,604.91,605.0,1.0,0.0,1.0
428,4280.02,2,0.05,601.53,601.58,601.5,1.0,0.0,1.0
429,4290.02,2,0.05,598.20,598.24,598.0,1.0,0.0,1.0
430,4300.02,2,0.05,594.86,594.91,595.0,1.0,0.0,1.0
431,4310.02,2,0.05,591.53,591.58,591.5,1.0,0.0,1.0
432,4320.02,2,0.05,588.20,588.24,588.0,1.0,0.0,1.0
433,4330.03,2,0.05,584.86,584.91,585.0,1.0,0.0,1.0
434,4340.03,2,0.05,581.53,581.58,581.5,1.0,0.0,1.0
435,4350.02,2,0.05,578.20,578.24,578.0,1.0,0.0,1.0
436,4360.02,2,0.05,574.86,574.91,575.0,1.0,0.0,1.0
437,4370.02,2,0.05,571.53,571.58,571.5,1.0,0.0,1.0
438,4380.03,2,0.05,568.19,568.24,568.0,1.0,0.0,1.0
439,4390.02,2,0.05,564.86,564.91,565.0,1.0,0.0,1.0
440,4400.02,2,0.05,561.53,561.58,561.5,1.0,0.0,1.0
441,4410.02,2,0.05,558.20,558.24,558.0,1.0,0.0,1.0
442,4420.02,2,0.05,554.86,554.91,555.0,1.0,0.0,1.0
443,4430.02,2,0.05,551.53,551.58,551.5,1.0,0.0,1.0
444,4440.02,2,0.05,548.20,548.24,548.0,1.0,0.0,1.0
445,4450.02,2,0.05,544.86,544.91,545.0,1.0,0.0,1.0
446,4460.02,2,0.05,541.53,541.58,541.5,1.0,0.0,1.0
447,4470.02,2,0.05,538.20,538.24,538.0,1.0,0.0,1.0
448,4480.03,2,0.05,534.86,534.91,535.0,1.0,0.0,1.0
449,4490.02,2,0.05,531.53,531.58,531.5,1.0,0.0,1.0
450,4500.02,2,0.05,528.20,528.24,528.0,1.0,0.0,1.0
451,4510.10,2,0.05,524.84,524.89,525.0,1.0,0.0,1.0
452,4520.10,2,0.05,521.50,521.55,521.5,1.0,0.0,1.0
453,4530.10,2,0.05,518.17,518.22,518.0,1.0,0.0,1.0
454,4540.10,2,0.05,514.84,514.88,515.0,1.0,0.0,1.0
455,4550.10,2,0.05,511.50,511.55,511.5,1.0,0.0,1.0
456,4560.10,2,0.05,508.17,508.22,508.2,1.0,0.0,1.0
457,4570.10,2,0.05,504.84,504.89,505.0,1.0,0.0,1.0
458,4580.10,2,0.05,501.50,501.55,501.5,1.0,0.0,1.0
459,4590.10,2,0.05,498.17,498.22,498.2,1.0,0.0,1.0
460,4600.10,2,0.05,494.84,494.89,495.0,1.0,0.0,1.0
461,4610.10,2,0.05,491.50,491.55,491.5,1.0,0.0,1.0
462,4620.02,2,0.05,488.20,488.25,488.2,1.0,0.0,1.0
463,4630.10,2,0.05,484.84,484.89,485.0,1.0,0.0,1.0
464,4640.10,2,0.05,481.50,481.55,481.5,1.0,0.0,1.0
465,4650.10,2,0.05,478.17,478.22,478.2,1.0,0.0,1.0
466,4660.10,2,0.05,474.84,474.89,475.0,1.0,0.0,1.0
467,4670.02,2,0.05,471.53,471.58,471.5,1.0,0.0,1.0
468,4680.10,2,0.05,468.17,468.22,468.2,1.0,0.0,1.0
469,4690.10,2,0.05,464.84,464.88,465.0,1.0,0.0,1.0
470,4700.10,2,0.05,461.50,461.55,461.5,1.0,0.0,1.0
471,4710.10,2,0.05,458.17,458.22,458.2,1.0,0.0,1.0
472,4720.10,2,0.05,454.84,454.89,455.0,1.0,0.0,1.0
473,4730.10,2,0.05,451.50,451.55,451.5,1.0,0.0,1.0
474,4740.10,2,0.05,448.17,448.22,448.2,1.0,0.0,1.0
475,4750.10,2,0.05,444.84,444.89,445.0,1.0,0.0,1.0
476,4760.10,2,0.05,441.50,441.55,441.5,1.0,0.0,1.0
477,4770.02,2,0.05,438.20,438.24,438.2,1.0,0.0,1.0
478,4780.10,2,0.05,434.84,434.89,435.0,1.0,0.0,1.0
479,4790.10,2,0.05,431.50,431.55,431.5,1.0,0.0,1.0
480,4800.10,2,0.05,428.17,428.22,428.2,1.0,0.0,1.0
481,4810.10,2,0.05,424.84,424.89,425.0,1.0,0.0,1.0
482,4820.02,2,0.05,421.53,421.58,421.5,1.0,0.0,1.0
483,4830.10,2,0.05,418.17,418.22,418.2,1.0,0.0,1.0
484,4840.10,2,0.05,414.84,414.89,415.0,1.0,0.0,1.0
485,4850.10,2,0.05,411.50,411.55,411.5,1.0,0.0,1.0
486,4860.10,2,0.05,408.17,408.22,408.2,1.0,0.0,1.0
487,4870.10,2,0.05,404.84,404.89,405.0,1.0,0.0,1.0
488,4880.03,2,0.05,401.53,401.58,401.5,1.0,0.0,1.0
489,4890.02,2,0.05,398.20,398.24,398.2,1.0,0.0,1.0
490,4900.10,2,0.05,394.84,394.89,395.0,1.0,0.0,1.0
491,4910.10,2,0.05,391.50,391.55,391.5,1.0,0.0,1.0
492,4920.10,2,0.05,388.17,388.22,388.2,1.0,0.0,1.0
493,4930.10,2,0.05,384.84,384.89,385.0,1.0,0.0,1.0
494,4940.10,2,0.05,381.50,381.55,381.5,1.0,0.0,1.0
495,4950.03,2,0.05,378.20,378.24,378.2,1.0,0.0,1.0
496,4960.10,2,0.05,374.84,374.89,375.0,1.0,0.0,1.0
497,4970.02,2,0.05,371.53,371.58,371.5,1.0,0.0,1.0
498,4980.02,2,0.05,368.20,368.24,368.2,1.0,0.0,1.0
499,4990.10,2,0.05,364.84,364.89,365.0,1.0,0.0,1.0
500,5000.10,2,0.05,361.50,361.55,361.5,1.0,0.0,1.0
501,5010.10,2,0.05,358.17,358.22,358.2,1.0,0.0,1.0
502,5020.10,2,0.05,354.84,354.89,355.0,1.0,0.0,1.0
503,5030.10,2,0.05,351.50,351.55,351.5,1.0,0.0,1.0
504,5040.10,2,0.05,348.17,348.22,348.2,1.0,0.0,1.0
505,5050.10,2,0.05,344.84,344.89,345.0,1.0,0.0,1.0
506,5060.10,2,0.05,341.50,341.55,341.5,1.0,0.0,1.0
507,5070.02,2,0.05,338.20,338.24,338.2,1.0,0.0,1.0
508,5080.10,2,0.05,334.84,334.89,335.0,1.0,0.0,1.0
509,5090.03,2,0.05,331.53,331.58,331.5,1.0,0.0,1.0
510,5100.02,2,0.05,328.20,328.24,328.2,1.0,0.0,1.0
511,5110.10,2,0.05,324.84,324.89,325.0,1.0,0.0,1.0
512,5120.11,2,0.05,321.50,321.55,321.5,1.0,0.0,1.0
513,5130.10,2,0.05,318.17,318.22,318.2,1.0,0.0,1.0
514,5140.02,2,0.05,314.86,314.91,315.0,1.0,0.0,1.0
515,5150.10,2,0.05,311.50,311.55,311.5,1.0,0.0,1.0
516,5160.10,2,0.05,308.17,308.22,308.2,1.0,0.0,1.0
517,5170.10,2,0.05,304.84,304.89,305.0,1.0,0.0,1.0
518,5180.10,2,0.05,301.50,301.55,301.5,1.0,0.0,1.0
519,5190.10,2,0.05,298.17,298.22,298.2,1.0,0.0,1.0
520,5200.10,2,0.05,294.84,294.89,295.0,1.0,0.0,1.0
521,5210.10,2,0.05,291.50,291.55,291.5,1.0,0.0,1.0
522,5220.10,2,0.05,288.17,288.22,288.2,1.0,0.0,1.0
523,5230.10,2,0.05,284.84,284.89,285.0,1.0,0.0,1.0
524,5240.10,2,0.05,281.50,281.55,281.5,1.0,0.0,1.0
525,5250.03,2,0.05,278.20,278.24,278.2,1.0,0.0,1.0
526,5260.10,2,0.05,274.84,274.89,275.0,1.0,0.0,1.0
527,5270.10,2,0.05,271.50,271.55,271.5,1.0,0.0,1.0
528,5280.03,2,0.05,268.20,268.24,268.2,1.0,0.0,1.0
529,5290.11,2,0.05,264.84,264.88,265.0,1.0,0.0,1.0
530,5300.10,2,0.05,261.50,261.55,261.5,1.0,0.0,1.0
531,5310.10,2,0.05,258.17,258.22,258.2,1.0,0.0,1.0
532,5320.03,2,0.05,254.86,254.91,254.9,1.0,0.0,1.0
533,5330.10,2,0.05,251.50,251.55,251.5,1.0,0.0,1.0
534,5340.03,2,0.05,248.20,248.24,248.2,1.0,0.0,1.0
535,5350.11,2,0.05,244.84,244.88,244.9,1.0,0.0,1.0
536,5360.10,2,0.05,241.50,241.55,241.5,1.0,0.0,1.0
537,5370.03,2,0.05,238.20,238.24,238.2,1.0,0.0,1.0
538,5380.03,2,0.05,234.86,234.91,234.9,1.0,0.0,1.0
539,5390.03,2,0.05,231.53,231.58,231.6,1.0,0.0,1.0
540,5400.03,2,0.05,228.20,228.24,228.2,0.9,0.1,0.9
541,5410.10,2,0.05,224.84,224.89,224.9,0.9,0.1,0.9
542,5420.03,2,0.05,221.53,221.58,221.6,0.9,0.1,0.9
543,5430.10,2,0.05,218.17,218.22,218.2,0.9,0.1,0.9
544,5440.10,2,0.05,214.84,214.89,214.9,0.9,0.1,0.9
545,5450.03,2,0.05,211.53,211.58,211.6,0.9,0.1,0.9
546,5460.10,2,0.05,208.17,208.22,208.2,0.9,0.1,0.9
547,5470.10,2,0.05,204.84,204.89,204.9,0.9,0.1,0.9
548,5480.10,2,0.05,201.50,201.55,201.5,0.9,0.1,0.9
549,5490.03,2,0.05,198.20,198.24,198.2,0.9,0.1,0.9
550,5500.10,2,0.05,194.84,194.89,194.9,0.9,0.1,0.9
551,5510.11,2,0.05,191.50,191.55,191.5,0.9,0.1,0.9
552,5520.03,2,0.05,188.20,188.24,188.2,0.9,0.1,0.9
553,5530.03,2,0.05,184.86,184.91,184.9,0.9,0.1,0.9
554,5540.03,2,0.05,181.53,181.58,181.6,0.9,0.1,0.9
555,5550.10,2,0.05,178.17,178.22,178.2,0.8,0.2,0.8
556,5560.03,2,0.05,174.86,174.91,174.9,0.8,0.2,0.8
557,5570.03,2,0.05,171.53,171.58,171.6,0.8,0.2,0.8
558,5580.10,2,0.05,168.17,168.22,168.2,0.8,0.2,0.8
559,5590.03,2,0.05,164.86,164.91,164.9,0.8,0.2,0.8
560,5600.03,2,0.05,161.53,161.58,161.6,0.8,0.2,0.8
561,5610.03,2,0.05,158.20,158.24,158.2,0.8,0.2,0.8
562,5620.10,2,0.05,154.84,154.89,154.9,0.8,0.2,0.8
563,5630.03,2,0.05,151.53,151.58,151.6,0.8,0.2,0.8
564,5640.10,2,0.05,148.17,148.22,148.2,0.8,0.2,0.8
565,5650.10,2,0.05,144.84,144.89,144.9,0.8,0.2,0.8
566,5660.03,2,0.05,141.53,141.58,141.6,0.8,0.2,0.8
567,5670.11,2,0.05,138.17,138.22,138.2,0.8,0.2,0.8
568,5680.03,2,0.05,134.86,134.91,134.9,0.8,0.2,0.8
569,5690.03,2,0.05,131.53,131.58,131.6,0.8,0.2,0.8
570,5700.10,2,0.05,128.17,128.22,128.2,0.8,0.2,0.8
571,5710.11,2,0.05,124.84,124.88,124.9,0.7,0.3,0.7
572,5720.03,2,0.05,121.53,121.58,121.6,0.7,0.3,0.7
573,5730.11,2,0.05,118.17,118.22,118.2,0.7,0.3,0.7
574,5740.10,2,0.05,114.84,114.89,114.9,0.7,0.3,0.7
575,5750.10,2,0.05,111.50,111.55,111.6,0.7,0.3,0.7
576,5760.02,2,0.05,108.20,108.25,108.2,0.7,0.3,0.7
577,5770.03,2,0.05,104.86,104.91,104.9,0.7,0.3,0.7
578,5780.02,2,0.05,101.53,101.58,101.6,0.7,0.3,0.7
579,5790.03,2,0.05,98.19,98.24,98.2,0.7,0.3,0.7
580,5800.03,2,0.05,94.86,94.91,94.9,0.7,0.3,0.7
581,5810.02,2,0.05,91.53,91.58,91.6,0.7,0.3,0.7
582,5820.03,2,0.05,88.19,88.24,88.2,0.7,0.3,0.7
583,5830.03,2,0.05,84.86,84.91,84.9,0.7,0.3,0.7
584,5840.02,2,0.05,81.53,81.58,81.6,0.7,0.3,0.7
585,5850.02,2,0.05,78.20,78.25,78.2,0.7,0.3,0.7
586,5860.02,2,0.05,74.86,74.91,74.9,0.6,0.4,0.6
587,5870.03,2,0.05,71.53,71.58,71.6,0.6,0.4,0.6
588,5880.02,2,0.05,68.20,68.25,68.2,0.6,0.4,0.6
589,5890.02,2,0.05,64.86,64.91,64.9,0.6,0.4,0.6
590,5900.03,2,0.05,61.53,61.58,61.6,0.6,0.4,0.6
591,5910.03,2,0.05,58.20,58.24,58.2,0.6,0.4,0.6
592,5920.03,2,0.05,54.86,54.91,54.9,0.6,0.4,0.6
593,5930.03,2,0.05,51.53,51.58,51.6,0.6,0.4,0.6
594,5940.02,2,0.05,48.20,48.25,48.2,0.6,0.4,0.6
595,5950.03,2,0.05,44.86,44.91,44.9,0.6,0.4,0.6
596,5960.02,2,0.05,41.53,41.58,41.6,0.6,0.4,0.6
597,5970.03,2,0.05,38.20,38.24,38.2,0.6,0.4,0.6
598,5980.03,2,0.05,34.86,34.91,34.9,0.6,0.4,0.6
599,5990.03,2,0.05,31.53,31.58,31.6,0.6,0.4,0.6
600,6000.03,2,0.05,28.19,28.24,28.2,0.6,0.4,0.6
601,6010.03,2,0.05,24.86,24.91,24.9,0.5,0.5,0.5
602,6020.03,2,0.05,21.53,21.58,21.6,0.5,0.5,0.5
603,6030.03,2,0.05,18.20,18.24,18.2,0.5,0.5,0.5
604,6040.03,2,0.05,14.86,14.91,14.9,0.5,0.5,0.5
605,6050.03,2,0.05,11.53,11.58,11.6,0.5,0.5,0.5
606,6060.03,2,0.05,8.20,8.24,8.2,0.5,0.5,0.5
607,6070.03,2,0.05,5.07,5.12,5.1,0.5,0.5,0.5
608,6080.03,2,0.05,2.57,2.62,2.6,0.5,0.5,0.5
609,6090.03,2,0.05,0.96,1.01,1.0,0.5,0.5,0.5
610,6100.03,2,0.05,0.20,0.25,0.3,0.5,0.5,0.5
611,6110.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
612,6120.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
613,6130.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
614,6140.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
615,6150.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
616,6160.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
617,6170.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
618,6180.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
619,6190.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
620,6200.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
621,6210.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
622,6220.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
623,6230.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
624,6240.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
625,6250.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
626,6260.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
627,6270.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
628,6280.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
629,6290.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
630,6300.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
631,6310.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
632,6320.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
633,6330.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
634,6340.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
635,6350.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
636,6360.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
637,6370.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
638,6380.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
639,6390.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
640,6400.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
641,6410.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
642,6420.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
643,6430.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
644,6440.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
645,6450.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
646,6460.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
647,6470.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
648,6480.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
649,6490.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
650,6500.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
651,6510.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
652,6520.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
653,6530.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
654,6540.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
655,6550.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
656,6560.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
657,6570.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
658,6580.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
659,6590.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
660,6600.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
661,6610.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
662,6620.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
663,6630.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
664,6640.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
665,6650.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
666,6660.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
667,6670.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
668,6680.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
669,6690.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
670,6700.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
671,6710.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
672,6720.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
673,6730.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
674,6740.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
675,6750.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
676,6760.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
677,6770.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
678,6780.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
679,6790.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
680,6800.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
681,6810.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
682,6820.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
683,6830.02,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
684,6840.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
685,6850.02,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
686,6860.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
687,6870.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
688,6880.02,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
689,6890.02,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
690,6900.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
691,6910.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
692,6920.02,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
693,6930.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
694,6940.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
695,6950.02,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
696,6960.02,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
697,6970.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
698,6980.02,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
699,6990.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
700,7000.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
701,7010.02,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
702,7020.02,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
703,7030.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
704,7040.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
705,7050.02,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
706,7060.02,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
707,7070.02,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
708,7080.02,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
709,7090.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
710,7100.02,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
711,7110.02,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
712,7120.02,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
713,7130.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
714,7140.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
715,7150.02,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
716,7160.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
717,7170.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
718,7180.02,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
719,7190.02,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
720,7200.02,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
721,7210.02,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
722,7220.02,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
723,7230.02,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
724,7240.02,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
725,7250.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
726,7260.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
727,7270.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
728,7280.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
729,7290.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
730,7300.11,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
731,7310.11,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
732,7320.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
733,7330.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
734,7340.11,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
735,7350.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
736,7360.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
737,7370.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
738,7380.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
739,7390.11,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
740,7400.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
741,7410.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
742,7420.11,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
743,7430.11,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
744,7440.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
745,7450.11,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
746,7460.11,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
747,7470.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
748,7480.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
